,cust_number,buisness_year,doc_id,converted_usd,business_code_enc,day_of_postingdate,month_of_postingdate,year_of_postingdate,day_of_dueindate,month_of_dueindate,year_of_dueindate,day_of_baselinecreatedate,month_of_baselinecreatedate,year_of_baselinecreatedate,cust_payment_terms_enc,name_customer_enc,due_in_date,clear_date,Aging Bucket
2985,200519201,2020,1930603028.0,217411.89399999997,66,6,3,2020,10,5,2020,6,3,2020,31,1574,2020-05-10,2020-05-14,0-15
2986,200762301,2020,1930764230.0,82271.90299999999,66,8,4,2020,23,4,2020,8,4,2020,24,447,2020-04-23,2020-04-26,0-15
2987,100031704,2020,1930671441.0,45048.948,66,20,3,2020,4,4,2020,20,3,2020,18,748,2020-04-04,2020-04-07,0-15
2988,200706844,2020,1930636685.0,1011.8779999999999,66,12,3,2020,27,3,2020,12,3,2020,18,3063,2020-03-27,2020-03-31,0-15
2989,200726979,2020,1930724552.0,125.04099999999998,66,30,3,2020,14,4,2020,30,3,2020,18,333,2020-04-14,2020-04-08,
2990,200744019,2020,1930859173.0,2254.532,66,6,5,2020,21,5,2020,6,5,2020,18,2796,2020-05-21,2020-05-30,0-15
2991,200418007,2020,1930646651.0,24299.352,66,13,3,2020,28,3,2020,13,3,2020,18,96,2020-03-28,2020-03-24,
2992,200769623,2020,1930674462.0,11371.927,66,21,3,2020,5,4,2020,21,3,2020,32,3002,2020-04-05,2020-04-07,0-15
2993,200936373,2020,1930764370.0,67965.93999999999,66,8,4,2020,23,4,2020,8,4,2020,18,2655,2020-04-23,2020-04-25,0-15
2994,200769623,2020,1930829534.0,1625.638,66,27,4,2020,12,5,2020,27,4,2020,32,3001,2020-05-12,2020-05-13,0-15
2995,200769623,2020,1930621439.0,49567.812,66,8,3,2020,23,3,2020,8,3,2020,32,2998,2020-03-23,2020-03-24,0-15
2996,200759878,2020,1930799864.0,34945.617,66,19,4,2020,4,5,2020,19,4,2020,32,2388,2020-05-04,2020-04-30,
2997,200794332,2020,1930571629.0,846.482,66,27,2,2020,13,3,2020,27,2,2020,20,626,2020-03-13,2020-03-14,0-15
2998,200762301,2020,1930758005.0,42887.383,66,9,4,2020,24,4,2020,9,4,2020,24,447,2020-04-24,2020-04-27,0-15
2999,200728270,2020,1930782732.0,93745.778,66,15,4,2020,30,4,2020,15,4,2020,18,2919,2020-04-30,2020-05-05,0-15
3000,200761734,2020,1930758260.0,9288.474999999999,66,7,4,2020,22,4,2020,7,4,2020,18,1194,2020-04-22,2020-04-20,
3001,200744019,2020,1930747821.0,3518.473,66,5,4,2020,20,4,2020,5,4,2020,18,2793,2020-04-20,2020-04-29,0-15
3002,200769623,2020,1930758294.0,53816.462,66,9,4,2020,24,4,2020,9,4,2020,32,3005,2020-04-24,2020-04-25,0-15
3003,200769623,2020,1930789756.0,12207.446999999998,66,16,4,2020,1,5,2020,16,4,2020,32,3005,2020-05-01,2020-05-03,0-15
3004,200769623,2020,1930619222.0,6330.428999999999,66,6,3,2020,21,3,2020,6,3,2020,32,3003,2020-03-21,2020-03-22,0-15
3005,200418007,2020,1930802808.0,9927.896999999999,66,20,4,2020,5,5,2020,20,4,2020,18,91,2020-05-05,2020-05-01,
3006,200769623,2020,1930837564.0,24558.8,66,29,4,2020,14,5,2020,29,4,2020,32,3005,2020-05-14,2020-05-17,0-15
3007,140106408,2020,2960622648.0,40934.04,66,20,3,2020,30,3,2020,20,3,2020,5,2984,2020-03-30,2020-04-10,0-15
3008,140106408,2020,2960628265.0,6498.04,66,14,4,2020,27,4,2020,17,4,2020,5,2990,2020-04-27,2020-05-08,0-15
3009,200416837,2020,1930856792.0,136.752,66,5,5,2020,24,5,2020,1,5,2020,36,718,2020-05-24,2020-05-15,
3010,200769623,2020,1930847595.0,13559.686,66,2,5,2020,17,5,2020,2,5,2020,32,3004,2020-05-17,2020-05-17,0-15
3011,200761734,2020,1930720473.0,11319.945,66,31,3,2020,15,4,2020,31,3,2020,18,1192,2020-04-15,2020-04-15,0-15
3012,140106271,2020,2960623262.0,17916.03,66,24,3,2020,4,4,2020,25,3,2020,5,1684,2020-04-04,2020-04-10,0-15
3013,200794332,2020,1930688798.0,36090.208,66,25,3,2020,9,4,2020,25,3,2020,20,626,2020-04-09,2020-04-11,0-15
3014,200704858,2020,1930832523.0,71833.67099999999,66,29,4,2020,14,5,2020,29,4,2020,18,2966,2020-05-14,2020-05-18,0-15
3015,200366118,2020,1930675734.0,5871.7609999999995,66,25,3,2020,9,4,2020,25,3,2020,18,2919,2020-04-09,2020-04-17,0-15
3016,200790165,2020,1930646119.0,18547.199999999997,66,12,3,2020,27,3,2020,12,3,2020,18,2919,2020-03-27,2020-04-05,0-15
3017,200794332,2020,1930862104.0,3872.113,66,7,5,2020,22,5,2020,7,5,2020,20,634,2020-05-22,2020-05-23,0-15
3018,200725421,2020,1930830348.0,20467.055,66,30,4,2020,15,5,2020,30,4,2020,18,293,2020-05-15,2020-05-11,
3019,200706844,2020,1930666160.0,37140.74,66,17,3,2020,1,4,2020,17,3,2020,18,3062,2020-04-01,2020-04-07,0-15
3020,200793830,2020,1930752415.0,26083.001,66,6,4,2020,10,6,2020,6,4,2020,31,1715,2020-06-10,2020-06-19,0-15
3021,200707822,2020,1930755192.0,43108.975,66,6,4,2020,21,4,2020,6,4,2020,18,2227,2020-04-21,2020-04-18,
3022,200762950,2020,1930764821.0,77738.58399999999,66,10,4,2020,25,4,2020,10,4,2020,18,1232,2020-04-25,2020-04-28,0-15
3023,200290370,2020,1930585002.0,8687.699999999999,66,4,3,2020,19,3,2020,4,3,2020,18,231,2020-03-19,2020-03-21,0-15
3024,200769623,2020,1930714811.0,17704.434999999998,66,27,3,2020,11,4,2020,27,3,2020,32,2995,2020-04-11,2020-04-13,0-15
3025,200707005,2020,1930578955.0,11980.374,66,1,3,2020,16,3,2020,1,3,2020,18,1506,2020-03-16,2020-03-18,0-15
3026,200759878,2020,1930732714.0,56020.377,66,5,4,2020,20,4,2020,5,4,2020,32,2388,2020-04-20,2020-04-17,
3027,200803720,2020,1930773038.0,134.176,66,10,4,2020,8,4,2020,1,4,2020,33,719,2020-04-08,2020-03-30,
3028,200769623,2020,1930635726.0,9685.326,66,13,3,2020,28,3,2020,13,3,2020,32,3003,2020-03-28,2020-03-29,0-15
3029,200769623,2020,1930600038.0,42293.488999999994,66,5,3,2020,20,3,2020,5,3,2020,32,2999,2020-03-20,2020-03-21,0-15
3030,200983712,2020,1930832553.0,45283.609,66,29,4,2020,14,5,2020,29,4,2020,18,2919,2020-05-14,2020-05-17,0-15
3031,200769623,2020,1930648447.0,24693.725,66,14,3,2020,29,3,2020,14,3,2020,32,3003,2020-03-29,2020-03-31,0-15
3032,140106408,2020,2960625530.0,4002.28,66,1,4,2020,11,4,2020,1,4,2020,5,2989,2020-04-11,2020-04-22,0-15
3033,200793568,2020,1930781253.0,25746.916999999998,66,14,4,2020,29,4,2020,14,4,2020,18,2658,2020-04-29,2020-05-02,0-15
3034,200881076,2020,1930668198.0,86480.681,66,18,3,2020,2,4,2020,18,3,2020,18,75,2020-04-02,2020-04-02,0-15
3035,200769623,2020,1930852142.0,759.5559999999999,66,3,5,2020,18,5,2020,3,5,2020,32,2999,2020-05-18,2020-05-19,0-15
3036,200769623,2020,1930856529.0,16783.788,66,5,5,2020,20,5,2020,5,5,2020,32,2995,2020-05-20,2020-05-21,0-15
3037,140104423,2020,2960620852.0,61803.12,66,13,3,2020,27,3,2020,17,3,2020,5,1893,2020-03-27,2020-04-02,0-15
3038,200769623,2020,1930598702.0,6428.267999999999,66,4,3,2020,19,3,2020,4,3,2020,32,3005,2020-03-19,2020-03-20,0-15
3039,200777735,2020,1930595867.0,302.36499999999995,66,3,3,2020,18,3,2020,3,3,2020,18,1975,2020-03-18,2020-03-09,
3040,200353024,2020,1930812801.0,2754.864,66,22,4,2020,9,5,2020,16,4,2020,36,734,2020-05-09,2020-05-07,
3041,2013,2020,1930685592.0,9306.402,66,26,3,2020,26,3,2020,26,3,2020,65,1533,2020-03-26,2020-05-09,31-45
3042,200770677,2020,1930571005.0,32065.900999999998,66,27,2,2020,13,3,2020,27,2,2020,18,2919,2020-03-13,2020-03-19,0-15
3043,140104285,2020,2960622848.0,6382.72,66,21,3,2020,8,4,2020,29,3,2020,5,406,2020-04-08,2020-04-14,0-15
3044,200793122,2020,1930642421.0,52786.92999999999,66,12,3,2020,27,3,2020,12,3,2020,18,2137,2020-03-27,2020-03-30,0-15
3045,200707822,2020,1930642630.0,119492.25399999999,66,13,3,2020,28,3,2020,13,3,2020,18,2228,2020-03-28,2020-03-24,
3046,200418007,2020,1930650667.0,10064.928999999998,66,19,3,2020,3,4,2020,19,3,2020,18,91,2020-04-03,2020-03-30,
3047,200799367,2020,1930671181.0,8048.677,66,26,3,2020,10,4,2020,26,3,2020,18,1838,2020-04-10,2020-04-13,0-15
3048,200759878,2020,1930593347.0,9783.865,66,4,3,2020,19,3,2020,4,3,2020,32,2391,2020-03-19,2020-03-21,0-15
3049,200784489,2020,1930671366.0,21320.117,66,19,3,2020,3,4,2020,19,3,2020,18,1050,2020-04-03,2020-04-04,0-15
3050,200726979,2020,1930617482.0,232.729,66,7,3,2020,22,3,2020,7,3,2020,18,324,2020-03-22,2020-03-15,
3051,200769623,2020,1930581854.0,12132.770999999999,66,29,2,2020,15,3,2020,29,2,2020,32,3003,2020-03-15,2020-03-17,0-15
3052,200742521,2020,1930583682.0,29942.759,66,2,3,2020,17,3,2020,2,3,2020,18,1093,2020-03-17,2020-03-18,0-15
3053,200799538,2020,1930730432.0,2071.7479999999996,66,1,4,2020,5,6,2020,1,4,2020,31,2889,2020-06-05,2020-06-16,0-15
3054,200776463,2020,1930703424.0,34178.367999999995,66,25,3,2020,9,4,2020,25,3,2020,18,1569,2020-04-09,2020-04-13,0-15
3055,140104409,2020,2960634612.0,93116.58,66,12,5,2020,23,5,2020,13,5,2020,5,1676,2020-05-23,2020-05-28,0-15
3056,200078795,2020,1930838800.0,312.487,66,29,4,2020,14,5,2020,29,4,2020,18,1210,2020-05-14,2020-05-06,
3057,200573068,2020,1930706530.0,13544.922999999999,66,26,3,2020,10,4,2020,26,3,2020,18,1183,2020-04-10,2020-04-11,0-15
3058,200769623,2020,1930838907.0,10917.396,66,2,5,2020,17,5,2020,2,5,2020,32,3005,2020-05-17,2020-05-18,0-15
3059,200712102,2020,1930572469.0,14700.503999999999,66,27,2,2020,27,4,2020,27,2,2020,59,2636,2020-04-27,2020-05-05,0-15
3060,200936373,2020,1930706357.0,28897.358,66,26,3,2020,10,4,2020,26,3,2020,18,2653,2020-04-10,2020-04-12,0-15
3061,200769623,2020,1930814025.0,1328.74,66,22,4,2020,7,5,2020,22,4,2020,32,2995,2020-05-07,2020-05-10,0-15
3062,2001,2020,2960623586.0,39202.86,66,27,3,2020,4,5,2020,30,3,2020,30,1521,2020-05-04,2020-05-22,16-30
3063,200935607,2020,1930617496.0,26983.922,66,9,3,2020,24,3,2020,9,3,2020,18,526,2020-03-24,2020-03-16,
3064,200769623,2020,1930581356.0,149.338,66,29,2,2020,15,3,2020,29,2,2020,32,3000,2020-03-15,2020-03-09,
3065,200769623,2020,1930793951.0,462.777,66,16,4,2020,1,5,2020,16,4,2020,32,3004,2020-05-01,2020-04-26,
3066,200794332,2020,1930609538.0,22900.828999999998,66,6,3,2020,21,3,2020,6,3,2020,20,634,2020-03-21,2020-03-21,0-15
3067,200794332,2020,1930660677.0,5186.236999999999,66,18,3,2020,2,4,2020,18,3,2020,20,635,2020-04-02,2020-04-03,0-15
3068,200764795,2020,1930804508.0,1754.375,66,20,4,2020,5,5,2020,20,4,2020,18,2723,2020-05-05,2020-05-10,0-15
3069,200793513,2020,1930706047.0,7795.452,66,28,3,2020,12,4,2020,28,3,2020,18,1580,2020-04-12,2020-04-14,0-15
3070,140104423,2020,2960627436.0,57822.98,66,8,4,2020,18,4,2020,8,4,2020,5,1901,2020-04-18,2020-04-23,0-15
3071,200762301,2020,1930752348.0,7692.005999999999,66,6,4,2020,21,4,2020,6,4,2020,24,451,2020-04-21,2020-04-22,0-15
3072,140104409,2020,2960633349.0,220099.48,66,10,5,2020,21,5,2020,11,5,2020,5,1677,2020-05-21,2020-05-26,0-15
3073,200762301,2020,1930800172.0,4209.785999999999,66,20,4,2020,24,6,2020,20,4,2020,31,452,2020-06-24,2020-07-02,0-15
3074,200705742,2020,1930704663.0,13684.363,66,26,3,2020,27,4,2020,26,3,2020,11,845,2020-04-27,2020-04-22,
3075,200704045,2020,1930718094.0,46392.25499999999,66,29,3,2020,13,4,2020,29,3,2020,18,2256,2020-04-13,2020-04-10,
3076,200769623,2020,1930647754.0,4400.067,66,14,3,2020,29,3,2020,14,3,2020,32,3000,2020-03-29,2020-03-31,0-15
3077,200725421,2020,1930681903.0,18971.54,66,23,3,2020,7,4,2020,23,3,2020,18,290,2020-04-07,2020-04-04,
3078,200418007,2020,1930840914.0,4010.2649999999994,66,4,5,2020,19,5,2020,4,5,2020,18,99,2020-05-19,2020-05-20,0-15
3079,200769623,2020,1930683544.0,3038.973,66,21,3,2020,5,4,2020,21,3,2020,32,3001,2020-04-05,2020-04-07,0-15
3080,200152991,2020,1930597436.0,1245.461,66,3,3,2020,23,3,2020,3,3,2020,26,1422,2020-03-23,2020-03-26,0-15
3081,100033439,2020,1930808214.0,18230.94,66,23,4,2020,3,5,2020,23,4,2020,9,2919,2020-05-03,2020-05-09,0-15
3082,200148860,2020,1930808209.0,19053.706,66,22,4,2020,26,6,2020,22,4,2020,31,813,2020-06-26,2020-06-28,0-15
3083,200020431,2020,1930817764.0,865.6199999999999,66,23,4,2020,9,5,2020,16,4,2020,36,727,2020-05-09,2020-05-06,
3084,2001,2020,2960624177.0,25794.24,66,27,3,2020,4,5,2020,30,3,2020,30,1528,2020-05-04,2020-05-25,16-30
3085,200769623,2020,1930646677.0,72.42899999999999,66,13,3,2020,28,3,2020,13,3,2020,32,3000,2020-03-28,2020-03-23,
3086,200723794,2020,1930819741.0,37213.231999999996,66,24,4,2020,9,5,2020,24,4,2020,18,1918,2020-05-09,2020-05-12,0-15
3087,200726979,2020,1930716461.0,389.291,66,20,3,2020,4,4,2020,20,3,2020,18,327,2020-04-04,2020-03-29,
3088,200705742,2020,1930642693.0,65976.155,66,12,3,2020,1,4,2020,12,3,2020,26,847,2020-04-01,2020-03-30,
3089,200769623,2020,1930727191.0,6893.515999999999,66,1,4,2020,16,4,2020,1,4,2020,32,2999,2020-04-16,2020-04-17,0-15
3090,200769623,2020,1930885271.0,11464.473999999998,66,11,5,2020,26,5,2020,11,5,2020,32,2996,2020-05-26,2020-05-27,0-15
3091,200331749,2020,1930673454.0,10875.543,66,20,3,2020,4,4,2020,20,3,2020,18,2713,2020-04-04,2020-04-11,0-15
3092,200748108,2020,1930689589.0,11975.754,66,24,3,2020,8,4,2020,24,3,2020,18,1590,2020-04-08,2020-04-10,0-15
3093,200769623,2020,1930644298.0,29979.278,66,13,3,2020,28,3,2020,13,3,2020,32,3000,2020-03-28,2020-03-30,0-15
3094,200769623,2020,1930606876.0,4452.749,66,11,3,2020,26,3,2020,11,3,2020,32,3003,2020-03-26,2020-03-27,0-15
3095,200418007,2020,1930596085.0,7795.703999999999,66,5,3,2020,9,5,2020,5,3,2020,31,94,2020-05-09,2020-05-07,
3096,200793568,2020,1930818440.0,106239.112,66,24,4,2020,9,5,2020,24,4,2020,18,2659,2020-05-09,2020-05-11,0-15
3097,200769623,2020,1930585114.0,571.543,66,2,3,2020,17,3,2020,2,3,2020,32,2999,2020-03-17,2020-03-19,0-15
3098,140104423,2020,2960626846.0,65660.97,66,8,4,2020,18,4,2020,8,4,2020,5,1896,2020-04-18,2020-04-23,0-15
3099,200744019,2020,1930792388.0,601.034,66,18,4,2020,3,5,2020,18,4,2020,18,2788,2020-05-03,2020-05-10,0-15
3100,200936373,2020,1930813263.0,63977.808999999994,66,21,4,2020,6,5,2020,21,4,2020,18,2659,2020-05-06,2020-05-09,0-15
3101,200706844,2020,1930597576.0,5212.571,66,5,3,2020,20,3,2020,5,3,2020,18,3067,2020-03-20,2020-03-26,0-15
3102,200759082,2020,1930780776.0,118122.77399999999,66,13,4,2020,28,4,2020,13,4,2020,18,1341,2020-04-28,2020-04-30,0-15
3103,200707822,2020,1930686890.0,131885.11,66,25,3,2020,9,4,2020,25,3,2020,18,2229,2020-04-09,2020-04-06,
3104,140104440,2020,2960628640.0,96854.86,66,16,4,2020,5,5,2020,25,4,2020,5,2560,2020-05-05,2020-05-11,0-15
3105,200704858,2020,1930587027.0,24858.889999999996,66,3,3,2020,18,3,2020,3,3,2020,18,2969,2020-03-18,2020-03-23,0-15
3106,200200412,2020,1930577846.0,31454.247999999996,66,27,2,2020,18,3,2020,27,2,2020,26,851,2020-03-18,2020-03-18,0-15
3107,200706844,2020,1930685395.0,42678.461,66,23,3,2020,7,4,2020,23,3,2020,18,3063,2020-04-07,2020-04-10,0-15
3108,200253680,2020,1930580238.0,31779.999999999996,66,27,2,2020,13,3,2020,27,2,2020,18,2919,2020-03-13,2020-03-20,0-15
3109,200768357,2020,1930720149.0,35281.602999999996,66,2,4,2020,17,4,2020,2,4,2020,18,2919,2020-04-17,2020-04-20,0-15
3110,200772595,2020,1930785170.0,44734.157999999996,66,15,4,2020,30,4,2020,15,4,2020,18,2407,2020-04-30,2020-04-27,
3111,200769623,2020,1930671401.0,10020.128999999999,66,20,3,2020,4,4,2020,20,3,2020,32,3003,2020-04-04,2020-04-06,0-15
3112,200726979,2020,1930857910.0,355.376,66,5,5,2020,20,5,2020,5,5,2020,18,329,2020-05-20,2020-05-14,
3113,200782669,2020,1930629821.0,845.04,66,11,3,2020,26,3,2020,11,3,2020,18,2697,2020-03-26,2020-03-30,0-15
3114,200769623,2020,1930859963.0,25106.899999999998,66,6,5,2020,21,5,2020,6,5,2020,32,3004,2020-05-21,2020-05-22,0-15
3115,200769623,2020,1930883325.0,27366.219999999998,66,10,5,2020,25,5,2020,10,5,2020,32,3002,2020-05-25,2020-05-26,0-15
3116,140106408,2020,2960626032.0,42128.99,66,4,4,2020,15,4,2020,5,4,2020,5,2987,2020-04-15,2020-04-26,0-15
3117,200769623,2020,1930716666.0,41823.971,66,28,3,2020,12,4,2020,28,3,2020,32,3005,2020-04-12,2020-04-14,0-15
3118,200705089,2020,1930597252.0,3627.995,66,3,3,2020,18,3,2020,3,3,2020,18,1430,2020-03-18,2020-03-19,0-15
3119,200769623,2020,1930800508.0,30617.734,66,20,4,2020,5,5,2020,20,4,2020,32,2999,2020-05-05,2020-05-07,0-15
3120,200230690,2020,1930857283.0,292.57199999999995,66,5,5,2020,24,5,2020,1,5,2020,36,731,2020-05-24,2020-05-15,
3121,140104440,2020,2960629706.0,152665.06,66,17,4,2020,28,4,2020,18,4,2020,5,2557,2020-04-28,2020-05-03,0-15
3122,200555117,2020,1930752379.0,133.308,66,3,4,2020,18,4,2020,3,4,2020,18,392,2020-04-18,2020-04-12,
3123,200793568,2020,1930577094.0,6599.704999999999,66,27,2,2020,13,3,2020,27,2,2020,18,2658,2020-03-13,2020-03-18,0-15
3124,200759878,2020,1930739663.0,6961.954999999999,66,5,4,2020,20,4,2020,5,4,2020,32,2393,2020-04-20,2020-04-22,0-15
3125,100031704,2020,1930682992.0,1735.2649999999999,66,23,3,2020,7,4,2020,23,3,2020,18,756,2020-04-07,2020-04-11,0-15
3126,200762301,2020,1930690138.0,124464.669,66,24,3,2020,8,4,2020,24,3,2020,24,452,2020-04-08,2020-04-10,0-15
3127,200726979,2020,1930621690.0,190.344,66,9,3,2020,24,3,2020,9,3,2020,18,328,2020-03-24,2020-03-17,
3128,200772670,2020,1930647499.0,50988.714,66,14,3,2020,29,3,2020,14,3,2020,46,183,2020-03-29,2020-04-01,0-15
3129,200738514,2020,1930677149.0,9589.482,66,30,3,2020,29,4,2020,30,3,2020,28,2919,2020-04-29,2020-05-05,0-15
3130,200724999,2020,1930813779.0,14512.778,66,22,4,2020,2,5,2020,22,4,2020,9,2919,2020-05-02,2020-05-15,0-15
3131,200732755,2020,1930585353.0,54917.772000000004,66,2,3,2020,17,3,2020,2,3,2020,18,1580,2020-03-17,2020-03-20,0-15
3132,200739534,2020,1930594534.0,784.9169999999999,66,3,3,2020,18,3,2020,3,3,2020,18,2045,2020-03-18,2020-03-21,0-15
3133,200769623,2020,1930797438.0,4496.6179999999995,66,17,4,2020,2,5,2020,17,4,2020,32,3005,2020-05-02,2020-05-04,0-15
3134,200769623,2020,1930728983.0,8460.032,66,2,4,2020,17,4,2020,2,4,2020,32,2997,2020-04-17,2020-04-17,0-15
3135,200769623,2020,1930884398.0,9212.244999999999,66,12,5,2020,27,5,2020,12,5,2020,32,3000,2020-05-27,2020-05-28,0-15
3136,200769623,2020,1930720448.0,7261.624999999999,66,1,4,2020,16,4,2020,1,4,2020,32,2995,2020-04-16,2020-04-18,0-15
3137,200793568,2020,1930623920.0,111256.369,66,9,3,2020,24,3,2020,9,3,2020,18,2656,2020-03-24,2020-03-26,0-15
3138,200769623,2020,1930881322.0,9856.307999999999,66,9,5,2020,24,5,2020,9,5,2020,32,2999,2020-05-24,2020-05-25,0-15
3139,200705742,2020,1930760039.0,23087.189999999995,66,7,4,2020,22,4,2020,7,4,2020,18,840,2020-04-22,2020-04-17,
3140,200726979,2020,1930794045.0,526.533,66,16,4,2020,1,5,2020,16,4,2020,18,329,2020-05-01,2020-05-02,0-15
3141,200769623,2020,1930880291.0,28032.494,66,9,5,2020,24,5,2020,9,5,2020,32,2996,2020-05-24,2020-05-26,0-15
3142,200769623,2020,1930714765.0,10663.961,66,29,3,2020,13,4,2020,29,3,2020,32,2998,2020-04-13,2020-04-15,0-15
3143,200762301,2020,1930660893.0,87806.70499999999,66,17,3,2020,1,4,2020,17,3,2020,24,448,2020-04-01,2020-04-04,0-15
3144,200920735,2020,1930686103.0,37425.84299999999,66,24,3,2020,8,4,2020,24,3,2020,18,79,2020-04-08,2020-04-08,0-15
3145,200315290,2020,1930774612.0,36874.03999999999,66,15,4,2020,30,4,2020,15,4,2020,18,1596,2020-04-30,2020-05-04,0-15
3146,100016691,2020,1930724081.0,11280.003,66,31,3,2020,30,4,2020,31,3,2020,28,2919,2020-04-30,2020-05-10,0-15
3147,200759878,2020,1930750913.0,965.0199999999999,66,4,4,2020,19,4,2020,4,4,2020,32,2389,2020-04-19,2020-04-21,0-15
3148,200772670,2020,1930800930.0,15266.979,66,18,4,2020,3,5,2020,18,4,2020,46,183,2020-05-03,2020-05-05,0-15
3149,200759878,2020,1930597256.0,2233.98,66,3,3,2020,7,5,2020,3,3,2020,31,2394,2020-05-07,2020-05-09,0-15
3150,200769623,2020,1930743926.0,330.092,66,3,4,2020,18,4,2020,3,4,2020,32,3005,2020-04-18,2020-04-12,
3151,200769623,2020,1930802046.0,5777.562,66,20,4,2020,5,5,2020,20,4,2020,32,3002,2020-05-05,2020-05-07,0-15
3152,200769623,2020,1930675656.0,3375.239,66,21,3,2020,5,4,2020,21,3,2020,32,3004,2020-04-05,2020-04-07,0-15
3153,140104225,2020,2960617251.0,149761.33,66,3,3,2020,13,3,2020,3,3,2020,5,2432,2020-03-13,2020-03-11,
3154,100025066,2020,1930799365.0,21799.708,66,21,4,2020,6,5,2020,21,4,2020,18,2919,2020-05-06,2020-05-15,0-15
3155,200965912,2020,1930839115.0,24570.462,66,29,4,2020,14,5,2020,29,4,2020,24,432,2020-05-14,2020-05-15,0-15
3156,140104340,2020,2960619736.0,9338.15,66,11,3,2020,22,3,2020,12,3,2020,5,583,2020-03-22,2020-03-27,0-15
3157,200794332,2020,1930855604.0,66166.093,66,4,5,2020,19,5,2020,4,5,2020,20,634,2020-05-19,2020-05-20,0-15
3158,200744019,2020,1930692770.0,27042.554,66,26,3,2020,10,4,2020,26,3,2020,18,2790,2020-04-10,2020-04-17,0-15
3159,200794332,2020,1930653077.0,12127.198999999999,66,16,3,2020,31,3,2020,16,3,2020,20,635,2020-03-31,2020-04-01,0-15
3160,200705089,2020,1930751331.0,6120.058,66,5,4,2020,20,4,2020,5,4,2020,18,1427,2020-04-20,2020-04-21,0-15
3161,200769623,2020,1930832912.0,33990.789,66,28,4,2020,13,5,2020,28,4,2020,32,3002,2020-05-13,2020-05-13,0-15
3162,200744019,2020,1930747243.0,5977.880999999999,66,4,4,2020,19,4,2020,4,4,2020,18,2797,2020-04-19,2020-04-28,0-15
3163,200553103,2020,1930599140.0,9803.969,66,4,3,2020,5,4,2020,4,3,2020,11,2919,2020-04-05,2020-04-05,0-15
3164,200744019,2020,1930711440.0,110387.599,66,27,3,2020,11,4,2020,27,3,2020,18,2792,2020-04-11,2020-04-19,0-15
3165,100051489,2020,1930655317.0,10595.759999999998,66,17,3,2020,1,4,2020,17,3,2020,18,2919,2020-04-01,2020-04-13,0-15
3166,200955827,2020,1930587212.0,21608.607999999997,66,2,3,2020,17,3,2020,2,3,2020,18,2919,2020-03-17,2020-04-10,16-30
3167,200794332,2020,1930709053.0,10340.784999999998,66,31,3,2020,15,4,2020,31,3,2020,20,632,2020-04-15,2020-04-15,0-15
3168,200772670,2020,1930876574.0,14605.660999999998,66,7,5,2020,22,5,2020,7,5,2020,46,187,2020-05-22,2020-05-24,0-15
3169,200756072,2020,1930708150.0,8012.955999999999,66,1,4,2020,16,4,2020,1,4,2020,18,2298,2020-04-16,2020-04-19,0-15
3170,200769623,2020,1930704486.0,10060.715,66,27,3,2020,11,4,2020,27,3,2020,32,3001,2020-04-11,2020-04-12,0-15
3171,200922106,2020,1930839155.0,15736.909999999998,66,29,4,2020,14,5,2020,29,4,2020,18,2919,2020-05-14,2020-05-19,0-15
3172,200793088,2020,1930856249.0,121527.805,66,6,5,2020,21,5,2020,6,5,2020,18,759,2020-05-21,2020-05-22,0-15
3173,200769623,2020,1930689011.0,2788.5759999999996,66,25,3,2020,9,4,2020,25,3,2020,32,2995,2020-04-09,2020-04-11,0-15
3174,140105033,2020,2960622075.0,145558.06,66,22,3,2020,3,4,2020,24,3,2020,5,2919,2020-04-03,2020-04-11,0-15
3175,140105847,2020,2960632577.0,1125.53,66,7,5,2020,24,5,2020,14,5,2020,5,1143,2020-05-24,2020-06-03,0-15
3176,200769623,2020,1930884698.0,17880.736999999997,66,11,5,2020,26,5,2020,11,5,2020,32,2997,2020-05-26,2020-05-26,0-15
3177,200769623,2020,1930801145.0,20019.614999999998,66,20,4,2020,5,5,2020,20,4,2020,32,3004,2020-05-05,2020-05-06,0-15
3178,200705742,2020,1930798509.0,6922.005999999999,66,18,4,2020,22,5,2020,18,4,2020,19,847,2020-05-22,2020-05-17,
3179,200707005,2020,1930715324.0,14147.504,66,29,3,2020,13,4,2020,29,3,2020,18,1506,2020-04-13,2020-04-15,0-15
3180,200743123,2020,1930800402.0,7777.685999999999,66,19,4,2020,4,5,2020,19,4,2020,18,1582,2020-05-04,2020-05-07,0-15
3181,200508557,2020,1930738983.0,1312.493,66,10,4,2020,25,4,2020,10,4,2020,18,997,2020-04-25,2020-05-03,0-15
3182,200780383,2020,1930751082.0,75572.868,66,6,4,2020,21,4,2020,6,4,2020,18,1874,2020-04-21,2020-04-25,0-15
3183,200744019,2020,1930793395.0,24385.262999999995,66,17,4,2020,2,5,2020,17,4,2020,18,2797,2020-05-02,2020-05-11,0-15
3184,200769623,2020,1930845879.0,27337.352,66,3,5,2020,18,5,2020,3,5,2020,32,3005,2020-05-18,2020-05-19,0-15
3185,200741174,2020,1930639625.0,11590.901,66,18,3,2020,2,4,2020,18,3,2020,18,1707,2020-04-02,2020-04-05,0-15
3186,200705372,2020,1930821983.0,50245.86,66,24,4,2020,9,5,2020,24,4,2020,18,1022,2020-05-09,2020-05-11,0-15
